FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,ORIGIN_WIND_SPEED,ORIGIN_VISIBILITIES,DEST_WIND_SPEED,DEST_VISIBILITIES
2019-01-01,19930,1736,SEA,LAX,2150,0,18,-14.0,4.60,10.00,9.20,10.00
2019-01-01,19930,1047,LAX,SEA,17,42,306,34.0,9.20,10.00,3.45,10.00
2019-01-01,19930,1043,LAX,SEA,1641,1,1929,-7.0,8.05,10.00,0.00,9.00
2019-01-01,19930,1041,LAX,SEA,1404,-11,1700,-10.0,3.45,10.00,3.45,10.00
2019-01-01,19930,1039,LAX,SEA,1357,52,1645,45.0,5.75,10.00,0.00,9.00
2019-01-01,19930,1033,LAX,SEA,1223,28,1520,30.0,0.00,10.00,4.60,9.00
2019-01-01,19930,1031,LAX,SEA,943,-7,1233,-12.0,3.45,10.00,3.45,10.00
2019-01-01,19930,1013,LAX,SEA,549,-11,848,-7.0,3.45,10.00,0.00,7.00
2019-01-01,19930,1007,LAX,SEA,451,-9,746,-11.0,3.45,10.00,0.00,10.00
2019-01-01,19930,1144,SEA,AUS,1301,56,1854,49.0,4.60,10.00,11.50,10.00
2019-01-01,19930,1005,AUS,SEA,1945,30,2245,45.0,11.50,10.00,0.00,8.00
2019-01-01,19930,860,HNL,SEA,2316,-9,705,-13.0,,,0.00,10.00
2019-01-01,19930,859,SEA,HNL,700,0,1043,-59.0,0.00,10.00,,
2019-01-01,19930,851,SEA,HNL,1140,0,1600,-22.0,3.45,10.00,,
2019-01-01,19930,774,SEA,AUS,1739,-6,7,33.0,4.60,9.00,,
2019-01-01,19930,551,LAX,SEA,1031,-9,1320,-21.0,0.00,10.00,5.75,10.00
2019-01-01,19930,467,LAX,SEA,1928,-6,2220,-10.0,0.00,10.00,6.90,10.00
2019-01-01,19930,453,LAX,SEA,658,-2,957,-4.0,4.60,10.00,4.60,10.00
2019-01-01,19930,444,SEA,LAX,1936,-4,2155,-31.0,3.45,9.00,17.25,10.00
2019-01-01,19930,893,SEA,HNL,1743,-5,2155,-30.0,5.75,9.00,,
2019-01-01,19930,439,LAX,SEA,1530,-10,1840,4.0,0.00,10.00,3.45,9.00
2019-01-01,19930,1610,SEA,LAX,1744,34,2026,34.0,5.75,9.00,12.65,10.00
2019-01-01,19930,1754,SEA,LAX,558,-2,829,-17.0,5.75,10.00,3.45,10.00
2019-01-01,19977,1822,LAX,SEA,1934,-6,2226,-18.0,M,10.00,3.45,10.00
2019-01-01,19805,2312,SEA,MIA,1203,7,2045,2.0,0.00,10.00,10.35,10.00
2019-01-01,19805,2312,MIA,SEA,654,-6,1037,-12.0,8.05,10.00,5.75,10.00
2019-01-01,19690,28,HNL,SEA,2221,-9,614,9.0,,,4.60,10.00
2019-01-01,19690,27,SEA,HNL,1133,18,1512,-23.0,3.45,10.00,,
2019-01-01,19690,22,HNL,SEA,1427,2,2214,14.0,,,6.90,10.00
2019-01-01,19690,21,SEA,HNL,835,0,1218,-32.0,0.00,8.00,,
2019-01-01,20409,464,SEA,JFK,1309,-7,2104,-21.0,4.60,10.00,19.55,10.00
2019-01-01,19930,1746,SEA,LAX,2039,-6,2300,-27.0,0.00,10.00,14.95,10.00
2019-01-01,20409,264,SEA,JFK,2217,2,601,-24.0,6.90,10.00,17.25,10.00
2019-01-01,20409,63,JFK,SEA,840,-4,1154,-12.0,17.25,10.00,4.60,10.00
2019-01-01,19930,1797,LAX,SEA,1751,1,2052,6.0,8.05,10.00,0.00,10.00
2019-01-01,19930,1784,SEA,LAX,1033,18,1255,-7.0,5.75,10.00,0.00,10.00
2019-01-01,19930,1781,LAX,SEA,910,70,1206,71.0,4.60,10.00,0.00,10.00
2019-01-01,19930,1780,SEA,LAX,652,-8,931,-16.0,4.60,10.00,3.45,10.00
2019-01-01,19930,1774,SEA,LAX,1809,-6,2041,-19.0,3.45,8.00,8.05,10.00
2019-01-01,19930,1760,SEA,LAX,804,4,1038,-9.0,0.00,10.00,3.45,10.00
2019-01-01,19930,1756,SEA,LAX,851,-4,1121,-21.0,0.00,7.00,4.60,10.00
2019-01-01,20409,263,JFK,SEA,1736,-8,2107,2.0,18.40,10.00,3.45,10.00
2019-01-01,19930,432,SEA,LAX,1141,-4,1414,-22.0,3.45,10.00,0.00,10.00
2019-01-01,19930,864,HNL,SEA,1429,-11,2226,-2.0,,,3.45,10.00
2019-01-01,19930,426,SEA,JFK,733,-2,1529,-20.0,0.00,10.00,23.00,10.00
2019-01-01,19790,1947,HNL,SEA,1402,-3,2151,-2.0,,,4.60,10.00
2019-01-01,19790,1665,SEA,LAX,1342,-3,1604,-22.0,3.45,10.00,0.00,M
2019-01-01,19790,1619,LAX,SEA,1457,-3,1740,-16.0,0.00,M,4.60,9.00
2019-01-01,19790,1574,SEA,LAX,1209,-1,1433,-18.0,3.45,10.00,4.60,10.00
2019-01-01,19790,1542,SEA,JFK,1550,10,2353,0.0,3.45,9.00,17.25,10.00
2019-01-01,19790,1538,LAX,SEA,958,-2,1250,-7.0,3.45,10.00,3.45,10.00
2019-01-01,19930,428,SEA,LAX,1459,-1,1719,-27.0,0.00,9.00,5.75,10.00
2019-01-01,19790,1342,SEA,AUS,1232,-1,1824,-16.0,3.45,10.00,12.65,10.00
2019-01-01,19790,2080,SEA,LAX,751,-6,1010,-36.0,0.00,10.00,4.60,10.00
2019-01-01,19790,1342,AUS,SEA,1922,-6,2129,-37.0,13.80,10.00,3.45,10.00
2019-01-01,19790,1256,LAX,SEA,1707,-8,1950,-16.0,5.75,10.00,3.45,8.00
2019-01-01,19790,1181,LAX,SEA,2045,-5,2326,-17.0,8.05,10.00,0.00,8.00
2019-01-01,19790,1078,LAX,SEA,738,13,1029,12.0,3.45,10.00,4.60,10.00
2019-01-01,19790,942,SEA,HNL,1731,0,2119,-36.0,0.00,9.00,,
2019-01-01,19790,915,SEA,HNL,803,-2,1142,-58.0,0.00,10.00,,
2019-01-01,19790,702,SEA,LAX,1907,11,2125,-5.0,0.00,10.00,11.50,10.00
2019-01-01,19790,129,LAX,SEA,1134,1,1428,-6.0,4.60,10.00,3.45,9.00
2019-01-01,19790,128,SEA,LAX,932,-3,1201,-18.0,5.75,7.00,4.60,10.00
2019-01-01,19790,1314,JFK,SEA,1827,-10,2208,1.0,14.95,10.00,8.05,10.00
2019-01-01,19790,2190,SEA,LAX,1117,-3,1343,-14.0,3.45,10.00,0.00,10.00
2019-01-01,19790,1380,LAX,SEA,1259,-1,1557,4.0,0.00,10.00,0.00,8.00
2019-01-01,19930,424,SEA,LAX,1358,-2,1626,-25.0,4.60,10.00,3.45,10.00
2019-01-01,19790,2205,JFK,SEA,1542,-3,1911,0.0,23.00,10.00,3.45,10.00
2019-01-01,19930,359,JFK,SEA,1829,-11,2207,-5.0,17.25,10.00,6.90,10.00
2019-01-01,19930,349,JFK,SEA,1031,-4,1338,-30.0,19.55,10.00,3.45,10.00
2019-01-01,19930,220,SEA,LAX,500,0,738,-12.0,4.60,10.00,3.45,10.00
2019-01-01,19930,163,AUS,SEA,609,-1,814,-39.0,6.90,10.00,,
2019-01-01,19930,18,SEA,JFK,2142,-13,555,-9.0,0.00,9.00,13.80,10.00
2019-01-01,19805,1445,JFK,SEA,1929,54,2247,38.0,18.40,10.00,0.00,8.00
2019-01-01,19805,2522,SEA,JFK,742,-3,1543,-18.0,0.00,10.00,27.60,10.00
2019-01-01,20304,5608,LAX,SEA,900,44,1203,34.0,4.60,10.00,0.00,10.00
2019-01-01,19805,1471,SEA,MIA,2127,1,600,0.0,3.45,10.00,5.75,10.00
2019-01-01,20304,5384,SEA,LAX,1234,29,1504,1.0,3.45,10.00,3.45,M
2019-01-01,20304,5475,LAX,SEA,1554,49,1852,33.0,0.00,M,3.45,10.00
2019-01-01,19790,2218,SEA,JFK,747,-3,1604,4.0,0.00,10.00,23.00,10.00
2019-01-01,19790,2266,SEA,LAX,1532,-3,1804,-9.0,3.45,9.00,9.20,10.00
2019-01-01,19790,2590,SEA,JFK,2258,-11,658,-24.0,0.00,8.00,17.25,10.00
2019-01-01,19790,2218,HNL,SEA,2303,-12,656,-12.0,,,3.45,10.00
2019-01-01,19805,305,MIA,SEA,2001,6,2341,-6.0,10.35,10.00,0.00,9.00
2019-01-01,20304,5191,SEA,LAX,1924,29,2154,1.0,3.45,9.00,17.25,10.00
2019-01-01,19790,2961,JFK,SEA,656,-4,1009,-21.0,17.25,10.00,4.60,10.00
2019-01-02,19930,444,SEA,LAX,2044,64,2331,65.0,9.20,10.00,9.20,10.00
2019-01-02,19930,864,HNL,SEA,1438,-2,2227,-1.0,,,4.60,8.00
2019-01-02,19930,860,HNL,SEA,2316,-9,700,-18.0,,,9.20,10.00
2019-01-02,19930,859,SEA,HNL,700,0,1106,-36.0,9.20,10.00,,
2019-01-02,19930,851,SEA,HNL,1133,-7,1544,-38.0,6.90,10.00,,
2019-01-02,19930,774,SEA,AUS,1800,15,4,30.0,6.90,10.00,,
2019-01-02,19930,551,LAX,SEA,1044,4,1336,-5.0,0.00,10.00,8.05,10.00
2019-01-02,19930,467,LAX,SEA,1929,-5,2225,-5.0,0.00,10.00,4.60,8.00
2019-01-02,19930,453,LAX,SEA,652,-8,942,-19.0,4.60,10.00,4.60,10.00
2019-01-02,19930,439,LAX,SEA,1539,-1,1835,-1.0,5.75,10.00,8.05,10.00
2019-01-02,19805,1471,SEA,MIA,2123,-3,557,-3.0,11.50,10.00,8.05,10.00
2019-01-02,19930,428,SEA,LAX,1452,-8,1730,-16.0,8.05,10.00,6.90,10.00
2019-01-02,19930,426,SEA,JFK,735,0,1535,-14.0,5.75,10.00,5.75,10.00
2019-01-02,19930,424,SEA,LAX,1359,-1,1628,-23.0,6.90,10.00,6.90,M
2019-01-02,19930,359,JFK,SEA,1835,-5,2218,6.0,5.75,10.00,5.75,9.00
2019-01-02,19930,349,JFK,SEA,1029,-6,1330,-38.0,4.60,10.00,6.90,10.00
2019-01-02,19930,220,SEA,LAX,455,-5,745,-5.0,5.75,10.00,5.75,10.00
2019-01-02,19930,163,AUS,SEA,607,-3,831,-22.0,12.65,6.00,5.75,10.00
2019-01-02,19930,18,SEA,JFK,2148,-7,558,-6.0,10.35,10.00,5.75,10.00
2019-01-02,19930,894,HNL,SEA,1203,-7,1958,-1.0,,,12.65,10.00
2019-01-02,19930,432,SEA,LAX,1143,-2,1406,-30.0,9.20,10.00,3.45,10.00
2019-01-02,19930,1005,AUS,SEA,1918,3,2148,-12.0,12.65,7.00,10.35,10.00
2019-01-02,19930,893,SEA,HNL,1742,-6,2156,-29.0,8.05,10.00,,
2019-01-02,19930,1013,LAX,SEA,608,8,913,18.0,5.75,10.00,5.75,10.00
2019-01-02,19805,1445,JFK,SEA,1836,1,2208,-1.0,5.75,10.00,6.90,10.00
2019-01-02,19930,1797,LAX,SEA,1746,-4,2109,23.0,4.60,10.00,10.35,10.00
2019-01-02,19930,1784,SEA,LAX,1019,4,1257,-5.0,8.05,10.00,0.00,10.00
2019-01-02,19930,1781,LAX,SEA,806,6,1104,9.0,3.45,10.00,5.75,10.00
2019-01-02,19930,1780,SEA,LAX,653,-7,922,-25.0,9.20,10.00,0.00,10.00
2019-01-02,19930,1774,SEA,LAX,1810,-5,2049,-11.0,10.35,10.00,5.75,10.00
2019-01-02,19930,1760,SEA,LAX,803,3,1047,0.0,3.45,10.00,0.00,10.00
2019-01-02,19930,1756,SEA,LAX,857,2,1142,0.0,4.60,10.00,0.00,10.00
2019-01-02,19930,1754,SEA,LAX,556,-4,851,5.0,8.05,10.00,5.75,10.00
2019-01-02,19930,1746,SEA,LAX,2038,-7,2309,-18.0,12.65,10.00,11.50,10.00
2019-01-02,19930,1736,SEA,LAX,2206,16,28,-4.0,8.05,10.00,12.65,10.00
2019-01-02,19930,1610,SEA,LAX,1844,94,2114,82.0,8.05,10.00,9.20,10.00
2019-01-02,19930,1144,SEA,AUS,1212,7,1820,15.0,4.60,10.00,12.65,6.00
2019-01-02,19930,1103,SEA,LAX,1655,35,1922,20.0,4.60,10.00,3.45,10.00
2019-01-02,19930,1102,LAX,SEA,1255,29,1555,35.0,0.00,10.00,9.20,10.00
2019-01-02,19930,1047,LAX,SEA,2333,-2,222,-10.0,10.35,10.00,3.45,10.00
2019-01-02,19930,1043,LAX,SEA,1626,-14,1911,-25.0,4.60,10.00,11.50,10.00
2019-01-02,19930,1041,LAX,SEA,1429,14,1713,3.0,4.60,10.00,10.35,10.00
2019-01-02,19930,1039,LAX,SEA,1328,23,1727,,0.00,10.00,6.90,10.00
2019-01-02,19930,1033,LAX,SEA,1204,9,1452,2.0,0.00,M,8.05,10.00
2019-01-02,19930,1031,LAX,SEA,1023,33,1316,31.0,4.60,10.00,9.20,10.00
2019-01-02,19930,1007,LAX,SEA,524,24,812,15.0,4.60,10.00,0.00,10.00
2019-01-02,19805,2522,SEA,JFK,756,-5,1558,-22.0,4.60,10.00,6.90,10.00
2019-01-02,19790,1256,LAX,SEA,2008,173,2256,168.0,4.60,10.00,,
2019-01-02,20304,5475,LAX,SEA,1502,-3,1750,-29.0,6.90,10.00,10.35,10.00
2019-01-02,19790,702,SEA,LAX,1853,-3,2126,-4.0,10.35,10.00,8.05,10.00
2019-01-02,19790,667,SEA,AUS,1308,35,1913,30.0,10.35,10.00,12.65,7.00
2019-01-02,19790,667,AUS,SEA,2044,76,2302,52.0,13.80,4.00,3.45,6.00
2019-01-02,19790,377,LAX,SEA,2003,28,2250,25.0,3.45,10.00,4.60,7.00
2019-01-02,19790,129,LAX,SEA,1258,85,1528,48.0,0.00,10.00,10.35,10.00
2019-01-02,19790,128,SEA,LAX,944,9,1221,7.0,5.75,10.00,4.60,10.00
2019-01-02,19790,2970,JFK,SEA,1838,1,2225,15.0,8.05,10.00,4.60,8.00
2019-01-02,19790,2961,JFK,SEA,655,-5,1000,-36.0,5.75,10.00,10.35,10.00
2019-01-02,19790,2904,SEA,HNL,1730,-1,2148,-12.0,6.90,10.00,,
2019-01-02,19977,1822,LAX,SEA,2015,35,2311,27.0,0.00,10.00,3.45,6.00
2019-01-02,19977,2340,SEA,LAX,553,-7,835,-14.0,8.05,10.00,4.60,10.00
2019-01-02,19805,2312,SEA,MIA,1149,-7,2034,-9.0,8.05,10.00,11.50,10.00
2019-01-02,19805,2312,MIA,SEA,659,-1,1050,1.0,6.90,10.00,4.60,10.00
2019-01-02,19690,28,HNL,SEA,2230,0,557,-8.0,,,8.05,10.00
2019-01-02,19690,27,SEA,HNL,1206,51,1610,35.0,4.60,10.00,,
2019-01-02,19690,22,HNL,SEA,1425,0,2222,22.0,,,5.75,9.00
2019-01-02,19690,21,SEA,HNL,836,1,1241,-9.0,5.75,10.00,,
2019-01-02,20409,464,SEA,JFK,1309,-7,2119,-6.0,10.35,10.00,8.05,10.00
2019-01-02,20304,5608,LAX,SEA,812,-4,1122,-7.0,4.60,10.00,6.90,10.00
2019-01-02,20409,263,JFK,SEA,1736,-8,2109,4.0,8.05,10.00,10.35,10.00
2019-01-02,20409,63,JFK,SEA,842,-2,1149,-17.0,6.90,10.00,8.05,10.00
2019-01-02,19790,1098,SEA,LAX,750,0,1030,-13.0,4.60,10.00,0.00,10.00
2019-01-02,19790,1109,SEA,JFK,1142,-3,1947,-16.0,6.90,10.00,8.05,10.00
2019-01-02,20409,264,SEA,JFK,2214,-1,613,-12.0,6.90,10.00,8.05,10.00
2019-01-02,20304,5191,SEA,LAX,1853,-2,2203,10.0,10.35,10.00,11.50,10.00
2019-01-02,19790,1181,LAX,SEA,2044,-6,2347,3.0,6.90,10.00,4.60,2.50
2019-01-02,20304,5384,SEA,LAX,1215,10,1505,2.0,4.60,10.00,4.60,10.00
2019-01-02,19805,305,MIA,SEA,2028,36,17,33.0,8.05,10.00,0.00,8.00
2019-01-02,19790,2590,SEA,JFK,2323,14,741,16.0,4.60,5.00,5.75,10.00
2019-01-02,19790,2498,JFK,SEA,1108,3,1419,-17.0,3.45,10.00,9.20,10.00
2019-01-02,19790,2481,LAX,SEA,731,-4,1032,-2.0,5.75,10.00,6.90,10.00
2019-01-02,19790,2266,SEA,LAX,1642,67,1917,64.0,9.20,10.00,3.45,10.00
2019-01-02,19790,2218,HNL,SEA,2312,-3,635,-35.0,,,9.20,10.00
2019-01-02,19790,2205,JFK,SEA,1541,-4,1858,-17.0,6.90,10.00,12.65,10.00
2019-01-02,19790,2190,SEA,LAX,1121,1,1348,-9.0,6.90,10.00,5.75,10.00
2019-01-02,19790,2218,SEA,JFK,751,1,1548,-14.0,4.60,10.00,6.90,10.00
2019-01-02,19790,1665,SEA,LAX,1403,18,1628,2.0,6.90,10.00,6.90,M
2019-01-02,19790,1652,SEA,LAX,1826,76,2058,74.0,9.20,10.00,6.90,10.00
2019-01-02,19790,1574,SEA,LAX,1207,-3,1442,-13.0,4.60,10.00,0.00,10.00
2019-01-02,19790,1568,SEA,HNL,807,2,1229,-17.0,3.45,10.00,,
2019-01-02,19790,1542,SEA,JFK,1603,23,2348,-10.0,6.90,10.00,9.20,10.00
2019-01-02,19790,1538,LAX,SEA,1028,28,1314,14.0,0.00,10.00,9.20,10.00
2019-01-02,19790,1380,LAX,SEA,1257,-3,1540,-16.0,0.00,10.00,11.50,10.00
2019-01-02,19790,1947,HNL,SEA,1357,-8,2130,-26.0,,,10.35,10.00
2019-01-02,19790,1349,LAX,SEA,1456,-4,1745,-13.0,0.00,10.00,6.90,10.00
2019-01-03,19930,1144,SEA,AUS,1158,-7,1804,-1.0,9.20,10.00,0.00,10.00
2019-01-03,19930,1031,LAX,SEA,953,3,1247,2.0,4.60,10.00,9.20,10.00
2019-01-03,19930,1033,LAX,SEA,1151,-4,1456,6.0,5.75,10.00,13.80,10.00
2019-01-03,19930,1047,LAX,SEA,2351,16,222,-10.0,11.50,10.00,0.00,3.00
2019-01-03,19930,1041,LAX,SEA,1408,-7,1650,-20.0,3.45,10.00,11.50,10.00
2019-01-03,19930,1043,LAX,SEA,1814,94,2120,104.0,6.90,10.00,18.40,10.00
2019-01-03,19930,1013,LAX,SEA,549,-11,903,8.0,4.60,10.00,8.05,3.00
2019-01-03,19930,1039,LAX,SEA,1257,-8,1541,-19.0,,,14.95,10.00
2019-01-03,19930,1007,LAX,SEA,456,-4,742,-15.0,0.00,10.00,4.60,5.00
2019-01-03,19805,2312,SEA,MIA,1155,-1,2052,9.0,9.20,10.00,5.75,10.00
2019-01-03,19930,894,HNL,SEA,1203,-7,1931,-28.0,,,14.95,10.00
2019-01-03,19930,893,SEA,HNL,1752,4,2217,-8.0,13.80,10.00,,
2019-01-03,19930,864,HNL,SEA,1434,-6,2234,6.0,,,14.95,8.00
2019-01-03,19930,860,HNL,SEA,40,75,811,53.0,,,5.75,5.00
2019-01-03,19930,859,SEA,HNL,705,5,1132,-10.0,5.75,3.50,,
2019-01-03,19930,851,SEA,HNL,1134,-6,1605,-17.0,10.35,10.00,,
2019-01-03,19930,774,SEA,AUS,1910,85,59,85.0,12.65,10.00,6.90,2.00
2019-01-03,19930,1610,SEA,LAX,1710,0,1955,3.0,13.80,9.00,3.45,10.00
2019-01-03,19930,551,LAX,SEA,1036,-4,1322,-19.0,4.60,10.00,13.80,10.00
2019-01-03,19930,1005,AUS,SEA,1953,38,2230,30.0,0.00,10.00,14.95,9.00
2019-01-03,19930,1736,SEA,LAX,2201,11,43,11.0,23.00,10.00,10.35,10.00
2019-01-03,20304,5475,LAX,SEA,1457,-8,1745,-34.0,4.60,10.00,14.95,10.00
2019-01-03,19930,1754,SEA,LAX,559,-1,848,2.0,4.60,3.00,3.45,10.00
2019-01-03,19930,467,LAX,SEA,1930,-4,2210,-20.0,0.00,10.00,17.25,10.00
2019-01-03,19805,2312,MIA,SEA,657,-3,1051,2.0,6.90,10.00,13.80,10.00
2019-01-03,19690,28,HNL,SEA,2229,-1,550,-15.0,,,3.45,3.00
2019-01-03,19690,27,SEA,HNL,1110,-5,1533,-2.0,11.50,10.00,,
2019-01-03,19690,22,HNL,SEA,1518,53,2251,51.0,,,11.50,9.00
2019-01-03,19690,21,SEA,HNL,834,-1,1316,26.0,6.90,3.50,,
2019-01-03,20409,464,SEA,JFK,1314,-2,2116,-9.0,12.65,10.00,6.90,10.00
2019-01-03,20409,264,SEA,JFK,2217,2,622,-3.0,19.55,10.00,6.90,10.00
2019-01-03,20409,263,JFK,SEA,1737,-7,2107,2.0,14.95,10.00,21.85,10.00
2019-01-03,20409,63,JFK,SEA,843,-1,1202,-4.0,13.80,10.00,9.20,10.00
2019-01-03,20304,5608,LAX,SEA,815,-1,1137,8.0,5.75,10.00,10.35,10.00
2019-01-03,20304,5384,SEA,LAX,1204,-1,1453,-10.0,10.35,10.00,4.60,10.00
2019-01-03,20304,5191,SEA,LAX,1853,-2,2145,-8.0,16.10,10.00,8.05,10.00
2019-01-03,19930,1797,LAX,SEA,1750,0,2034,-12.0,8.05,10.00,13.80,10.00
2019-01-03,19930,1784,SEA,LAX,1010,-5,1249,-13.0,11.50,9.00,0.00,10.00
2019-01-03,19930,1781,LAX,SEA,750,-10,1102,7.0,5.75,10.00,12.65,10.00
2019-01-03,19930,1780,SEA,LAX,655,-5,938,-9.0,6.90,4.00,4.60,10.00
2019-01-03,19930,1774,SEA,LAX,1812,-3,2053,-7.0,16.10,10.00,6.90,10.00
2019-01-03,19930,1756,SEA,LAX,920,25,1154,12.0,6.90,2.50,4.60,10.00
2019-01-03,19930,1746,SEA,LAX,2215,90,55,88.0,19.55,10.00,10.35,10.00
2019-01-03,19930,453,LAX,SEA,653,-7,948,-13.0,,,10.35,10.00
2019-01-03,19790,2190,SEA,LAX,1120,0,1350,-7.0,11.50,10.00,3.45,10.00
2019-01-03,19930,439,LAX,SEA,1535,-5,1826,-10.0,4.60,10.00,13.80,10.00
2019-01-03,19790,2205,JFK,SEA,1547,2,1901,-14.0,16.10,10.00,14.95,10.00
2019-01-03,19790,1947,HNL,SEA,1403,-2,2137,-19.0,,,21.85,10.00
2019-01-03,19790,1906,LAX,SEA,753,-2,1033,-29.0,5.75,10.00,13.80,10.00
2019-01-03,19790,1665,SEA,LAX,1342,-3,1612,-14.0,14.95,7.00,0.00,10.00
2019-01-03,19790,1652,SEA,LAX,1706,-4,1942,-2.0,16.10,8.00,0.00,10.00
2019-01-03,19790,1574,SEA,LAX,1207,-3,1455,0.0,10.35,10.00,4.60,10.00
2019-01-03,19790,1568,SEA,HNL,802,-3,1248,2.0,5.75,4.00,,
2019-01-03,19790,1538,LAX,SEA,959,-1,1245,-15.0,5.75,10.00,9.20,10.00
2019-01-03,19790,1349,LAX,SEA,1500,0,1731,-27.0,3.45,10.00,14.95,10.00
2019-01-03,19790,1256,LAX,SEA,1714,-1,1948,-20.0,5.75,10.00,23.00,10.00
2019-01-03,19790,1181,LAX,SEA,2046,-4,2315,-29.0,5.75,10.00,18.40,5.00
2019-01-03,19790,1098,SEA,LAX,757,0,1041,-9.0,8.05,3.50,3.45,10.00
2019-01-03,19790,702,SEA,LAX,1853,-3,2125,-5.0,16.10,10.00,8.05,10.00
2019-01-03,19790,667,SEA,AUS,1228,-5,1823,-20.0,6.90,10.00,0.00,10.00
2019-01-03,19790,667,AUS,SEA,1921,-7,2204,-6.0,0.00,10.00,19.55,10.00
2019-01-03,19790,377,LAX,SEA,1935,0,2231,6.0,3.45,10.00,14.95,9.00
2019-01-03,19790,129,LAX,SEA,1103,-7,1341,-40.0,0.00,10.00,14.95,7.00
2019-01-03,19790,128,SEA,LAX,931,-4,1209,-5.0,8.05,6.00,0.00,10.00
2019-01-03,19930,444,SEA,LAX,1938,-2,2214,-12.0,19.55,10.00,9.20,10.00
2019-01-03,19790,2218,HNL,SEA,2307,-8,642,-28.0,,,8.05,3.00
2019-01-03,19790,2218,SEA,JFK,748,-2,1548,-14.0,6.90,4.00,19.55,10.00
2019-01-03,19790,1380,LAX,SEA,1258,-2,1536,-20.0,0.00,10.00,12.65,10.00
2019-01-03,19790,2590,SEA,JFK,2307,-2,708,-17.0,14.95,5.00,10.35,10.00
2019-01-03,19790,2266,SEA,LAX,1527,-8,1803,-10.0,11.50,10.00,5.75,10.00
2019-01-03,19930,428,SEA,LAX,1456,-4,1730,-16.0,13.80,10.00,5.75,10.00
2019-01-03,19930,426,SEA,JFK,738,3,1537,-12.0,4.60,5.00,19.55,10.00
2019-01-03,19930,424,SEA,LAX,1425,25,1712,21.0,,,4.60,10.00
2019-01-03,19930,359,JFK,SEA,5,325,334,322.0,,,6.90,1.00
2019-01-03,19930,349,JFK,SEA,1042,7,1402,-6.0,19.55,10.00,11.50,6.00
2019-01-03,19930,220,SEA,LAX,458,-2,735,-15.0,5.75,3.00,4.60,10.00
2019-01-03,19930,163,AUS,SEA,614,4,844,-9.0,8.05,3.50,8.05,5.00
2019-01-03,19930,18,SEA,JFK,2204,9,611,7.0,19.55,10.00,3.45,10.00
2019-01-03,19805,1471,SEA,MIA,2125,-1,602,2.0,18.40,10.00,6.90,10.00
2019-01-03,19930,432,SEA,LAX,1140,-5,1425,-11.0,9.20,10.00,4.60,10.00
2019-01-03,19805,2522,SEA,JFK,742,-3,1552,-9.0,4.60,5.00,19.55,10.00
2019-01-03,19805,305,MIA,SEA,2008,16,2329,-15.0,3.45,10.00,19.55,6.00
2019-01-03,19977,1822,LAX,SEA,1934,-6,2222,-22.0,3.45,10.00,19.55,9.00
2019-01-03,19977,2340,SEA,LAX,555,-5,834,-15.0,3.45,3.00,5.75,10.00
2019-01-03,19790,2970,JFK,SEA,1842,5,2201,-9.0,14.95,10.00,23.00,10.00
2019-01-03,19790,2965,SEA,JFK,1302,-3,2055,-28.0,11.50,9.00,6.90,10.00
2019-01-03,19790,2961,JFK,SEA,656,-4,1040,4.0,6.90,10.00,13.80,10.00
2019-01-03,19790,2904,SEA,HNL,1730,-1,2152,-8.0,14.95,10.00,,
2019-01-03,19805,1445,JFK,SEA,1832,-3,2159,-10.0,17.25,10.00,23.00,10.00
2019-01-04,19930,864,HNL,SEA,1441,1,2233,5.0,,,5.75,10.00
2019-01-04,19930,453,LAX,SEA,649,-11,1004,3.0,3.45,10.00,24.15,10.00
2019-01-04,19930,467,LAX,SEA,1931,-3,2213,-17.0,3.45,10.00,,
2019-01-04,19930,551,LAX,SEA,1034,-6,1320,-21.0,3.45,10.00,10.35,10.00
2019-01-04,19930,860,HNL,SEA,2336,11,740,22.0,,,13.80,10.00
2019-01-04,19930,851,SEA,HNL,1136,-4,1545,-37.0,16.10,10.00,,
2019-01-04,19930,859,SEA,HNL,705,5,1116,-26.0,17.25,10.00,,
2019-01-04,19930,444,SEA,LAX,1939,-1,2217,-9.0,0.00,10.00,9.20,10.00
2019-01-04,19930,774,SEA,AUS,1746,1,2345,11.0,5.75,10.00,3.45,10.00
2019-01-04,19930,439,LAX,SEA,1532,-8,1818,-18.0,3.45,10.00,5.75,10.00
2019-01-04,19930,349,JFK,SEA,1037,2,1359,-9.0,17.25,10.00,12.65,7.00
2019-01-04,19930,426,SEA,JFK,736,1,1533,-16.0,12.65,10.00,14.95,10.00
2019-01-04,19930,424,SEA,LAX,1357,-3,1644,-7.0,11.50,10.00,4.60,10.00
2019-01-04,19930,359,JFK,SEA,1834,-6,2201,-11.0,10.35,10.00,4.60,10.00
2019-01-04,19930,220,SEA,LAX,502,2,746,-4.0,16.10,10.00,6.90,10.00
2019-01-04,19930,163,AUS,SEA,637,27,910,17.0,0.00,10.00,18.40,10.00
2019-01-04,19930,18,SEA,JFK,2155,0,557,-7.0,3.45,10.00,9.20,10.00
2019-01-04,20304,5608,LAX,SEA,813,-3,1119,-10.0,5.75,10.00,13.80,10.00
