FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,ARR_TIME,ORIGIN_WIND_SPEED,ORIGIN_VISIBILITIES,DEST_WIND_SPEED,DEST_VISIBILITIES
2019-03-02,19930,444,SEA,LAX,1952,2222,8.05,10.00,9.20,10.00
2019-03-02,19930,442,SEA,LAX,950,1237,12.65,10.00,9.20,3.50
2019-03-02,19930,439,LAX,SEA,1617,1904,11.50,1.50,8.05,10.00
2019-03-02,19930,428,SEA,LAX,1619,1857,,,12.65,1.50
2019-03-02,19930,426,SEA,JFK,1449,2245,12.65,10.00,12.65,10.00
2019-03-02,19930,424,SEA,LAX,1329,1602,14.95,10.00,11.50,1.50
2019-03-02,19930,404,SEA,LAX,600,847,9.20,9.00,5.75,10.00
2019-03-02,19930,445,LAX,SEA,1830,2103,9.20,1.25,12.65,10.00
2019-03-03,19790,2218,HNL,SEA,2311,645,,,12.65,10.00
2019-03-03,19790,1906,LAX,SEA,749,1039,2.30,3.00,12.65,10.00
2019-03-03,19790,2215,SEA,HNL,1726,2146,12.65,10.00,,
2019-03-03,19790,2153,SEA,LAX,753,1043,,,5.75,10.00
2019-03-03,19790,2137,SEA,LAX,1351,1624,9.20,10.00,9.20,3.00
2019-03-03,19790,2107,SEA,LAX,1127,1356,,,0.00,10.00
2019-03-03,19790,1947,HNL,SEA,1414,2152,,,16.10,10.00
2019-03-03,19790,1887,SEA,HNL,819,1233,12.65,10.00,,
2019-03-03,19790,128,SEA,LAX,1023,1301,,,5.75,10.00
2019-03-03,19790,1307,SEA,JFK,1127,1924,,,4.60,2.00
2019-03-03,19790,824,SEA,JFK,2309,717,10.35,10.00,9.20,10.00
2019-03-03,19790,748,SEA,AUS,1744,2316,14.95,10.00,20.70,10.00
2019-03-03,19790,635,AUS,SEA,613,850,12.65,4.00,16.10,10.00
2019-03-03,19790,553,LAX,SEA,928,1202,5.75,10.00,9.20,10.00
2019-03-03,19790,540,SEA,LAX,2050,2339,14.95,10.00,12.65,10.00
2019-03-03,19790,129,LAX,SEA,1210,1453,5.75,8.00,8.05,10.00
2019-03-03,19790,2218,SEA,JFK,743,1530,12.65,10.00,11.50,10.00
2019-03-03,19790,1390,LAX,SEA,1401,1646,0.00,10.00,10.35,10.00
2019-03-03,19790,2264,LAX,SEA,1614,1849,8.05,2.50,12.65,10.00
2019-03-03,20304,5475,LAX,SEA,1507,1759,4.60,9.00,14.95,10.00
2019-03-03,19790,2414,LAX,SEA,1733,2009,10.35,6.00,14.95,10.00
2019-03-03,20304,5608,LAX,SEA,809,1111,2.30,4.00,12.65,10.00
2019-03-03,19805,1471,SEA,MIA,2058,516,16.10,10.00,5.75,10.00
2019-03-03,20304,5384,SEA,LAX,1223,1510,10.35,10.00,4.60,3.00
2019-03-03,20304,5191,SEA,LAX,1854,2204,12.65,10.00,12.65,10.00
2019-03-03,19805,305,MIA,SEA,2010,31,5.75,10.00,10.35,10.00
2019-03-03,20409,464,SEA,JFK,1306,2055,10.35,10.00,4.60,0.75
2019-03-03,20409,264,SEA,JFK,2204,607,12.65,10.00,11.50,10.00
2019-03-03,20409,263,JFK,SEA,1717,2032,5.75,4.00,11.50,10.00
2019-03-03,19790,2281,LAX,SEA,2053,2339,12.65,10.00,12.65,10.00
2019-03-03,20409,63,JFK,SEA,837,1150,12.65,10.00,,
2019-03-03,19690,21,SEA,HNL,849,1242,16.10,10.00,,
2019-03-03,19790,2955,JFK,SEA,1612,1925,9.20,10.00,12.65,10.00
2019-03-03,19790,2954,JFK,SEA,707,1012,12.65,10.00,12.65,10.00
2019-03-03,19790,2950,JFK,SEA,1814,2133,9.20,3.00,16.10,10.00
2019-03-03,19790,2643,SEA,LAX,1520,1757,11.50,10.00,9.20,2.50
2019-03-03,19790,2627,SEA,LAX,1846,2120,12.65,10.00,14.95,10.00
2019-03-03,19790,2616,SEA,LAX,1717,1955,11.50,10.00,9.20,10.00
2019-03-03,19790,2432,LAX,SEA,1906,2150,11.50,10.00,16.10,10.00
2019-03-03,19690,22,HNL,SEA,1421,2156,,,12.65,10.00
2019-03-03,19930,1789,LAX,SEA,1513,1819,5.75,2.50,,
2019-03-03,19805,2522,JFK,SEA,2036,26,4.60,0.75,11.50,10.00
2019-03-03,19930,1785,LAX,SEA,925,1220,5.75,9.00,11.50,10.00
2019-03-03,19930,623,JFK,SEA,1919,2302,4.60,3.00,11.50,10.00
2019-03-03,19930,617,LAX,SEA,1432,1702,4.60,8.00,12.65,10.00
2019-03-03,19930,497,LAX,SEA,1526,1820,2.30,2.50,,
2019-03-03,19930,491,LAX,SEA,2138,18,12.65,10.00,11.50,10.00
2019-03-03,19930,467,LAX,SEA,1937,2224,10.35,10.00,12.65,10.00
2019-03-03,19930,466,SEA,LAX,642,923,12.65,10.00,5.75,9.00
2019-03-03,19930,464,SEA,LAX,1857,2135,12.65,10.00,12.65,10.00
2019-03-03,19930,445,LAX,SEA,1832,2118,9.20,10.00,14.95,10.00
2019-03-03,19930,628,SEA,JFK,727,1526,10.35,10.00,12.65,10.00
2019-03-03,19930,442,SEA,LAX,850,1123,16.10,10.00,5.75,8.00
2019-03-03,19930,404,SEA,LAX,552,834,18.40,10.00,2.30,4.00
2019-03-03,19930,403,LAX,SEA,1053,1349,5.75,8.00,9.20,10.00
2019-03-03,19930,349,JFK,SEA,900,1216,11.50,10.00,,
2019-03-03,19930,145,SEA,HNL,1745,2148,14.95,10.00,,
2019-03-03,19930,18,SEA,JFK,2153,605,12.65,10.00,11.50,10.00
2019-03-03,19930,7,JFK,SEA,654,1007,10.35,10.00,,
2019-03-03,19805,2768,SEA,JFK,745,1543,12.65,10.00,10.35,10.00
2019-03-03,19930,1786,SEA,LAX,1202,1445,9.20,10.00,4.60,10.00
2019-03-03,19930,424,SEA,LAX,1336,1608,12.65,10.00,9.20,2.50
2019-03-03,19930,818,HNL,SEA,2258,651,,,11.50,10.00
2019-03-03,19930,457,LAX,SEA,1729,2018,10.35,4.00,12.65,10.00
2019-03-03,19930,852,HNL,SEA,1536,2318,,,12.65,10.00
2019-03-03,19930,851,SEA,HNL,1200,1607,9.20,10.00,,
2019-03-03,19930,1779,LAX,SEA,645,930,9.20,6.00,12.65,10.00
2019-03-03,19930,1777,LAX,SEA,559,843,11.50,6.00,17.25,10.00
2019-03-03,19930,1621,AUS,SEA,1904,2141,19.55,10.00,12.65,10.00
2019-03-03,19930,1485,LAX,SEA,1216,1512,8.05,9.00,9.20,10.00
2019-03-03,19930,1444,SEA,LAX,1919,2203,14.95,10.00,12.65,10.00
2019-03-03,19930,1310,SEA,LAX,749,1039,12.65,10.00,5.75,10.00
2019-03-03,19930,1158,SEA,LAX,1002,1324,12.65,10.00,0.00,10.00
2019-03-03,19930,1146,SEA,AUS,1804,2345,14.95,10.00,16.10,10.00
2019-03-03,19930,1781,LAX,SEA,753,1050,0.00,4.00,12.65,10.00
2019-03-03,19930,853,SEA,HNL,650,1056,11.50,10.00,,
2019-03-03,19930,1130,SEA,LAX,2123,11,16.10,10.00,10.35,7.00
2019-03-03,19930,1096,SEA,LAX,1525,1813,,,9.20,10.00
2019-03-03,19930,1078,SEA,LAX,1652,1929,10.35,10.00,10.35,10.00
2019-03-03,19930,1056,SEA,LAX,1955,2239,12.65,10.00,12.65,10.00
2019-03-03,19930,1005,AUS,SEA,625,914,11.50,4.00,,
2019-03-03,19930,903,HNL,SEA,1222,1955,,,12.65,10.00
2019-03-03,19930,1144,SEA,AUS,851,1427,16.10,10.00,23.00,10.00
2019-03-04,19805,1471,SEA,MIA,2057,531,9.20,10.00,5.75,10.00
2019-03-04,19805,2522,JFK,SEA,1918,2237,12.65,10.00,10.35,10.00
2019-03-04,19790,748,SEA,AUS,1757,2343,8.05,10.00,12.65,10.00
2019-03-04,19790,1887,SEA,HNL,823,1232,,,,
2019-03-04,19790,1307,SEA,JFK,1152,2003,0.00,10.00,9.20,10.00
2019-03-04,19930,1789,LAX,SEA,1324,1605,12.65,10.00,12.65,10.00
2019-03-04,19790,1390,LAX,SEA,1359,1640,11.50,10.00,11.50,10.00
2019-03-04,19790,824,SEA,JFK,2242,642,11.50,10.00,16.10,10.00
2019-03-04,19930,1787,LAX,SEA,1144,1434,12.65,10.00,2.30,10.00
2019-03-04,19930,1621,AUS,SEA,1917,2217,16.10,10.00,9.20,10.00
2019-03-04,19930,1781,LAX,SEA,758,1052,12.65,10.00,8.05,10.00
2019-03-04,19930,1779,LAX,SEA,646,945,14.95,10.00,11.50,10.00
2019-03-04,19930,1777,LAX,SEA,602,852,11.50,10.00,9.20,10.00
2019-03-04,19930,1444,SEA,LAX,1728,2009,9.20,10.00,16.10,10.00
2019-03-04,19930,1158,SEA,LAX,1456,1744,11.50,10.00,10.35,10.00
2019-03-04,19930,1146,SEA,AUS,1726,2312,12.65,10.00,11.50,10.00
2019-03-04,19930,1144,SEA,AUS,742,1338,,,18.40,10.00
2019-03-04,19805,2768,SEA,JFK,737,1526,,,14.95,10.00
2019-03-04,19930,1786,SEA,LAX,1159,1442,5.75,10.00,9.20,10.00
2019-03-04,19790,1890,LAX,SEA,607,839,12.65,10.00,8.05,10.00
2019-03-04,19790,635,AUS,SEA,630,904,21.85,10.00,,
2019-03-04,19790,1947,HNL,SEA,1413,2208,,,10.35,10.00
2019-03-04,19930,1096,SEA,LAX,1626,1920,12.65,10.00,12.65,10.00
2019-03-04,19790,553,LAX,SEA,931,1214,14.95,10.00,5.75,10.00
2019-03-04,19790,540,SEA,LAX,2042,2316,9.20,10.00,10.35,10.00
2019-03-04,19790,129,LAX,SEA,1154,1432,11.50,10.00,5.75,10.00
2019-03-04,19790,128,SEA,LAX,1020,1257,9.20,10.00,12.65,10.00
2019-03-04,19790,2643,SEA,LAX,1508,1745,11.50,10.00,10.35,10.00
2019-03-04,19790,2627,SEA,LAX,1847,2127,11.50,10.00,10.35,10.00
2019-03-04,19790,2616,SEA,LAX,1711,2015,12.65,10.00,12.65,10.00
2019-03-04,19790,2432,LAX,SEA,1900,2134,11.50,10.00,12.65,10.00
2019-03-04,19790,2414,LAX,SEA,1704,1945,,,11.50,10.00
2019-03-04,19790,2377,SEA,LAX,558,833,,,14.95,10.00
2019-03-04,19790,2281,LAX,SEA,2106,2350,12.65,10.00,8.05,10.00
2019-03-04,19790,2264,LAX,SEA,1503,1740,5.75,10.00,8.05,10.00
2019-03-04,19790,2218,SEA,JFK,737,1540,,,17.25,10.00
2019-03-04,19790,2218,HNL,SEA,2319,656,,,12.65,10.00
2019-03-04,19790,2215,SEA,HNL,1748,2202,12.65,10.00,,
2019-03-04,19790,2153,SEA,LAX,751,1034,12.65,10.00,12.65,10.00
2019-03-04,19790,2137,SEA,LAX,1354,1644,12.65,10.00,5.75,10.00
2019-03-04,19790,2107,SEA,LAX,1125,1352,9.20,10.00,11.50,10.00
2019-03-04,19790,1906,LAX,SEA,747,1020,11.50,10.00,9.20,10.00
2019-03-04,19930,1078,SEA,LAX,1645,1938,11.50,10.00,11.50,10.00
2019-03-04,19930,1130,SEA,LAX,2131,18,11.50,10.00,11.50,10.00
2019-03-04,19930,1005,AUS,SEA,625,918,21.85,10.00,10.35,10.00
2019-03-04,19930,315,SEA,LAX,805,1141,12.65,10.00,12.65,10.00
2019-03-04,19930,145,SEA,HNL,1739,2350,8.05,10.00,,
2019-03-04,19930,18,SEA,JFK,2210,605,10.35,10.00,14.95,10.00
2019-03-04,19930,7,JFK,SEA,700,1022,17.25,10.00,9.20,10.00
2019-03-04,19790,2955,JFK,SEA,1616,1915,16.10,10.00,11.50,10.00
2019-03-04,19790,2954,JFK,SEA,709,1007,19.55,10.00,8.05,10.00
2019-03-04,19790,2950,JFK,SEA,1918,2238,12.65,10.00,11.50,10.00
2019-03-04,20304,5608,LAX,SEA,806,1104,12.65,10.00,4.60,10.00
2019-03-04,19930,349,JFK,SEA,903,1228,21.85,10.00,8.05,10.00
2019-03-04,20304,5475,LAX,SEA,1502,1801,5.75,10.00,10.35,10.00
2019-03-04,20304,5191,SEA,LAX,1851,2142,11.50,10.00,12.65,10.00
2019-03-04,19805,305,MIA,SEA,1953,2332,8.05,10.00,9.20,10.00
2019-03-04,20409,464,SEA,JFK,1256,2055,5.75,10.00,11.50,10.00
2019-03-04,20409,264,SEA,JFK,2325,717,8.05,10.00,20.70,10.00
2019-03-04,20409,263,JFK,SEA,1758,2056,14.95,10.00,9.20,10.00
2019-03-04,20409,63,JFK,SEA,822,1121,12.65,10.00,5.75,10.00
2019-03-04,19690,22,HNL,SEA,1421,2149,,,11.50,10.00
2019-03-04,19690,21,SEA,HNL,844,1236,9.20,10.00,,
2019-03-04,20304,5384,SEA,LAX,1320,1604,9.20,10.00,4.60,10.00
2019-03-04,19930,404,SEA,LAX,557,848,17.25,10.00,16.10,10.00
2019-03-04,19930,1056,SEA,LAX,1955,2234,11.50,10.00,12.65,10.00
2019-03-04,19930,426,SEA,JFK,1433,2244,2.30,10.00,14.95,10.00
2019-03-04,19930,903,HNL,SEA,1159,1948,,,11.50,10.00
2019-03-04,19930,853,SEA,HNL,658,1042,12.65,10.00,,
2019-03-04,19930,852,HNL,SEA,1537,2337,,,5.75,10.00
2019-03-04,19930,851,SEA,HNL,1153,1608,0.00,10.00,,
2019-03-04,19930,818,HNL,SEA,46,842,,,8.05,10.00
2019-03-04,19930,424,SEA,LAX,1337,1628,12.65,10.00,5.75,10.00
2019-03-04,19930,623,JFK,SEA,1852,2145,12.65,10.00,10.35,10.00
2019-03-04,19930,617,LAX,SEA,1420,1700,10.35,10.00,12.65,10.00
2019-03-04,19930,497,LAX,SEA,1521,1801,8.05,10.00,10.35,10.00
2019-03-04,19930,628,SEA,JFK,735,1520,,,14.95,10.00
2019-03-04,19930,477,LAX,SEA,933,1215,12.65,10.00,5.75,10.00
2019-03-04,19930,467,LAX,SEA,1940,2236,11.50,10.00,10.35,10.00
2019-03-04,19930,466,SEA,LAX,656,928,12.65,10.00,14.95,10.00
2019-03-04,19930,465,LAX,SEA,1228,1512,11.50,10.00,11.50,10.00
2019-03-04,19930,464,SEA,LAX,1848,2149,11.50,10.00,9.20,10.00
2019-03-04,19930,457,LAX,SEA,1734,2048,9.20,10.00,10.35,10.00
2019-03-04,19930,442,SEA,LAX,858,1141,,,12.65,10.00
2019-03-04,19930,439,LAX,SEA,1626,1906,4.60,10.00,11.50,10.00
2019-03-04,19930,491,LAX,SEA,2128,7,11.50,10.00,,
2019-03-05,20409,464,SEA,JFK,1259,2051,11.50,10.00,16.10,10.00
2019-03-05,19805,305,MIA,SEA,1953,2347,5.75,10.00,10.35,10.00
2019-03-05,19790,128,SEA,LAX,1021,1307,8.05,10.00,0.00,10.00
2019-03-05,19790,748,SEA,AUS,1813,2400,11.50,10.00,,
2019-03-05,19790,553,LAX,SEA,921,1143,0.00,10.00,0.00,10.00
2019-03-05,19790,635,AUS,SEA,612,907,8.05,10.00,10.35,10.00
2019-03-05,19790,129,LAX,SEA,1152,1408,5.75,10.00,10.35,10.00
2019-03-05,20409,264,SEA,JFK,2200,601,12.65,10.00,5.75,10.00
2019-03-05,19805,1471,SEA,MIA,2102,507,12.65,10.00,2.30,10.00
2019-03-05,20409,63,JFK,SEA,827,1145,5.75,10.00,0.00,10.00
2019-03-05,19690,22,HNL,SEA,1423,2156,,,12.65,10.00
2019-03-05,19690,21,SEA,HNL,840,1300,12.65,10.00,,
2019-03-05,20304,5608,LAX,SEA,804,1102,4.60,10.00,M,10.00
2019-03-05,20304,5475,LAX,SEA,1501,1751,2.30,10.00,12.65,10.00
2019-03-05,20304,5384,SEA,LAX,1222,1529,0.00,10.00,8.05,10.00
2019-03-05,20304,5191,SEA,LAX,1848,2155,11.50,10.00,12.65,10.00
2019-03-05,19805,2522,JFK,SEA,1915,2243,16.10,10.00,10.35,10.00
2019-03-05,19790,824,SEA,JFK,2242,624,9.20,10.00,5.75,10.00
2019-03-05,20409,263,JFK,SEA,1720,2050,16.10,10.00,11.50,10.00
2019-03-05,19790,1307,SEA,JFK,1141,1937,2.30,10.00,14.95,10.00
2019-03-05,19790,2218,HNL,SEA,2311,652,,,11.50,10.00
2019-03-05,19790,1887,SEA,HNL,820,1243,11.50,10.00,,
2019-03-05,19930,1924,LAX,SEA,1834,2057,2.30,8.00,12.65,10.00
2019-03-05,19790,2954,JFK,SEA,703,1015,5.75,10.00,4.60,10.00
2019-03-05,19790,2950,JFK,SEA,1826,2135,17.25,10.00,12.65,10.00
2019-03-05,19790,2643,SEA,LAX,1503,1754,12.65,10.00,0.00,8.00
2019-03-05,19790,2627,SEA,LAX,1906,2207,12.65,10.00,23.00,10.00
2019-03-05,19790,2616,SEA,LAX,1711,2003,16.10,10.00,10.35,10.00
2019-03-05,19790,2432,LAX,SEA,1926,130,5.75,10.00,5.75,10.00
2019-03-05,19790,2414,LAX,SEA,1700,1925,4.60,9.00,9.20,10.00
2019-03-05,19790,1390,LAX,SEA,1405,1632,0.00,10.00,12.65,10.00
2019-03-05,19790,2377,SEA,LAX,554,839,8.05,10.00,2.30,10.00
2019-03-05,19790,2218,SEA,JFK,734,1528,11.50,10.00,14.95,10.00
2019-03-05,19790,2215,SEA,HNL,1730,2140,12.65,10.00,,
2019-03-05,19790,2153,SEA,LAX,752,1052,11.50,10.00,4.60,10.00
2019-03-05,19790,2137,SEA,LAX,1425,1715,12.65,10.00,2.30,9.00
2019-03-05,19790,2107,SEA,LAX,1130,1416,2.30,10.00,0.00,10.00
2019-03-05,19790,1947,HNL,SEA,1408,2205,,,12.65,10.00
2019-03-05,19790,1906,LAX,SEA,802,1034,4.60,10.00,2.30,10.00
2019-03-05,19790,1890,LAX,SEA,557,839,8.05,10.00,12.65,10.00
2019-03-05,19790,2264,LAX,SEA,1513,1758,4.60,10.00,12.65,10.00
2019-03-05,19790,2955,JFK,SEA,1612,1920,12.65,10.00,11.50,10.00
2019-03-05,19930,1787,LAX,SEA,1046,1316,4.60,10.00,5.75,10.00
2019-03-05,19930,1786,SEA,LAX,1155,1517,M,10.00,4.60,10.00
2019-03-05,19930,497,LAX,SEA,1525,1800,,,12.65,10.00
2019-03-05,19930,491,LAX,SEA,2141,39,10.35,10.00,8.05,10.00
2019-03-05,19930,477,LAX,SEA,924,1200,0.00,10.00,4.60,10.00
2019-03-05,19930,467,LAX,SEA,1937,2206,5.75,10.00,12.65,10.00
2019-03-05,19930,465,LAX,SEA,1214,1501,2.30,10.00,12.65,10.00
2019-03-05,19930,464,SEA,LAX,1849,2154,11.50,10.00,12.65,10.00
2019-03-05,19930,442,SEA,LAX,924,1226,8.05,10.00,0.00,10.00
2019-03-05,19930,426,SEA,JFK,1435,2221,9.20,10.00,12.65,10.00
2019-03-05,19930,424,SEA,LAX,1334,1631,11.50,10.00,9.20,8.00
2019-03-05,19930,404,SEA,LAX,616,906,9.20,10.00,4.60,10.00
2019-03-05,19930,349,JFK,SEA,859,1202,5.75,10.00,4.60,10.00
2019-03-05,19930,315,SEA,LAX,806,1134,12.65,10.00,2.30,10.00
2019-03-05,19930,145,SEA,HNL,1738,2151,12.65,10.00,,
2019-03-05,19930,18,SEA,JFK,2159,607,12.65,10.00,5.75,10.00
2019-03-05,19930,7,JFK,SEA,655,1028,4.60,10.00,2.30,10.00
2019-03-05,19805,2768,SEA,JFK,822,1657,11.50,10.00,18.40,10.00
2019-03-05,19930,1789,LAX,SEA,1325,1616,0.00,10.00,12.65,10.00
2019-03-05,19930,617,LAX,SEA,1424,1652,2.30,10.00,16.10,10.00
2019-03-05,19930,623,JFK,SEA,1859,2224,16.10,10.00,11.50,10.00
2019-03-05,19930,457,LAX,SEA,1724,1950,4.60,9.00,9.20,10.00
2019-03-05,19930,818,HNL,SEA,2302,719,,,11.50,10.00
2019-03-05,19930,628,SEA,JFK,733,1536,11.50,10.00,14.95,10.00
2019-03-05,19930,1779,LAX,SEA,640,927,2.30,10.00,8.05,10.00
2019-03-05,19930,1777,LAX,SEA,600,833,8.05,10.00,12.65,10.00
2019-03-05,19930,1621,AUS,SEA,1904,2147,9.20,10.00,12.65,10.00
2019-03-05,19930,1444,SEA,LAX,1727,2030,14.95,10.00,11.50,10.00
2019-03-05,19930,1424,SEA,LAX,1422,1717,11.50,10.00,2.30,9.00
2019-03-05,19930,1158,SEA,LAX,959,1303,5.75,10.00,0.00,10.00
2019-03-05,19930,1146,SEA,AUS,1736,2329,11.50,10.00,2.30,10.00
2019-03-05,19930,1144,SEA,AUS,744,1340,11.50,10.00,16.10,10.00
2019-03-05,19930,1781,LAX,SEA,753,1048,2.30,10.00,4.60,10.00
2019-03-05,19930,1096,SEA,LAX,1527,1832,12.65,10.00,0.00,8.00
2019-03-05,19930,1130,SEA,LAX,2128,20,14.95,10.00,12.65,10.00
2019-03-05,19930,852,HNL,SEA,1530,2310,,,11.50,10.00
2019-03-05,19930,853,SEA,HNL,657,1106,12.65,10.00,,
2019-03-05,19930,903,HNL,SEA,1208,1953,,,12.65,10.00
2019-03-05,19930,851,SEA,HNL,1208,1621,4.60,10.00,,
2019-03-05,19930,1056,SEA,LAX,1952,2245,9.20,10.00,19.55,10.00
2019-03-05,19930,1078,SEA,LAX,1643,1953,14.95,10.00,10.35,10.00
2019-03-05,19930,1005,AUS,SEA,612,903,8.05,10.00,10.35,10.00
2019-03-06,19930,1005,AUS,SEA,616,847,0.00,10.00,16.10,10.00
2019-03-06,19930,1144,SEA,AUS,750,1349,11.50,10.00,12.65,10.00
2019-03-06,19930,1130,SEA,LAX,2138,34,,,2.30,10.00
2019-03-06,19930,1096,SEA,LAX,1546,1854,5.75,2.00,11.50,5.00
2019-03-06,19930,1078,SEA,LAX,1733,2033,4.60,2.00,11.50,3.00
2019-03-06,19930,1146,SEA,AUS,1800,9,4.60,3.00,5.75,10.00
2019-03-06,19930,1056,SEA,LAX,1950,2242,5.75,5.00,11.50,9.00
2019-03-06,19930,903,HNL,SEA,1205,2008,,,8.05,5.00
2019-03-06,19930,628,SEA,JFK,732,1516,10.35,10.00,23.00,10.00
2019-03-06,19930,852,HNL,SEA,1558,9,,,10.35,10.00
2019-03-06,19930,851,SEA,HNL,1238,1658,5.75,6.00,,
2019-03-06,19930,818,HNL,SEA,2308,739,,,11.50,10.00
2019-03-06,19930,623,JFK,SEA,1902,2247,18.40,10.00,,
2019-03-06,19930,617,LAX,SEA,1422,1718,5.75,5.00,,
2019-03-06,19930,497,LAX,SEA,1543,1843,12.65,2.50,8.05,5.00
2019-03-06,19930,477,LAX,SEA,922,1217,10.35,10.00,4.60,10.00
2019-03-06,19930,1158,SEA,LAX,1000,1254,,,5.75,10.00
2019-03-06,19930,853,SEA,HNL,701,1104,14.95,10.00,,
2019-03-06,19930,1424,SEA,LAX,1421,1717,2.30,4.00,12.65,3.00
2019-03-06,20304,5475,LAX,SEA,1527,1838,12.65,2.50,5.75,5.00
2019-03-06,19930,1621,AUS,SEA,1913,2208,8.05,M,11.50,7.00
2019-03-06,19930,467,LAX,SEA,2012,2309,2.30,2.50,10.35,8.00
2019-03-06,20304,5608,LAX,SEA,808,1105,5.75,10.00,5.75,10.00
2019-03-06,19805,2768,SEA,JFK,741,1545,11.50,10.00,18.40,10.00
2019-03-06,19790,2955,JFK,SEA,1712,2019,16.10,10.00,8.05,5.00
2019-03-06,19790,2954,JFK,SEA,705,1023,16.10,10.00,10.35,10.00
2019-03-06,19790,2950,JFK,SEA,1814,2134,11.50,10.00,,
2019-03-06,19790,2643,SEA,LAX,1510,1754,4.60,3.00,8.05,4.00
2019-03-06,19790,2627,SEA,LAX,1857,2130,5.75,5.00,12.65,5.00
2019-03-06,19930,1444,SEA,LAX,1739,2105,4.60,3.00,14.95,5.00
2019-03-06,19790,2616,SEA,LAX,1833,2124,5.75,5.00,11.50,5.00
2019-03-06,19805,1471,SEA,MIA,2059,524,8.05,5.00,8.05,10.00
2019-03-06,19930,1944,LAX,SEA,2132,13,12.65,5.00,10.35,10.00
2019-03-06,19930,1789,LAX,SEA,1341,1644,5.75,10.00,4.60,2.00
2019-03-06,19930,1787,LAX,SEA,1048,1345,5.75,10.00,5.75,7.00
2019-03-06,19930,1786,SEA,LAX,1204,1458,5.75,10.00,12.65,3.00
2019-03-06,19930,1781,LAX,SEA,756,1059,5.75,10.00,5.75,10.00
2019-03-06,19930,1779,LAX,SEA,641,916,0.00,10.00,,
2019-03-06,19930,1777,LAX,SEA,559,835,5.75,10.00,12.65,10.00
2019-03-06,19805,2522,JFK,SEA,1914,2300,16.10,10.00,11.50,8.00
2019-03-06,19930,465,LAX,SEA,1221,1511,2.30,10.00,4.60,3.00
2019-03-06,20304,5191,SEA,LAX,1901,2204,,,14.95,4.00
2019-03-06,19930,457,LAX,SEA,1732,2020,11.50,3.00,8.05,5.00
2019-03-06,19790,1890,LAX,SEA,557,850,10.35,10.00,14.95,10.00
2019-03-06,19790,1887,SEA,HNL,824,1239,12.65,10.00,,
2019-03-06,19790,1390,LAX,SEA,1405,1656,5.75,5.00,4.60,2.00
2019-03-06,19790,1307,SEA,JFK,1130,1921,5.75,10.00,12.65,10.00
2019-03-06,19790,824,SEA,JFK,2238,647,10.35,9.00,14.95,10.00
2019-03-06,19790,748,SEA,AUS,1953,208,5.75,5.00,0.00,10.00
2019-03-06,19790,635,AUS,SEA,610,842,0.00,10.00,16.10,10.00
2019-03-06,19790,553,LAX,SEA,929,1222,10.35,10.00,8.05,6.00
2019-03-06,19790,1906,LAX,SEA,754,1045,5.75,10.00,5.75,10.00
2019-03-06,19790,129,LAX,SEA,1224,1522,5.75,10.00,8.05,3.50
2019-03-06,19805,305,MIA,SEA,1953,2339,5.75,10.00,11.50,9.00
2019-03-06,20409,464,SEA,JFK,1315,2116,5.75,10.00,16.10,10.00
2019-03-06,20409,264,SEA,JFK,2211,613,11.50,7.00,17.25,10.00
2019-03-06,20409,263,JFK,SEA,1736,2103,14.95,10.00,,
2019-03-06,20304,5384,SEA,LAX,1316,1625,5.75,10.00,12.65,4.00
2019-03-06,19690,21,SEA,HNL,846,1239,16.10,10.00,,
2019-03-06,19690,22,HNL,SEA,1427,2216,,,11.50,6.00
2019-03-06,20409,63,JFK,SEA,833,1216,17.25,10.00,4.60,10.00
2019-03-06,19790,128,SEA,LAX,1022,1302,10.35,10.00,5.75,10.00
2019-03-06,19790,1947,HNL,SEA,1414,2201,,,5.75,7.00
2019-03-06,19930,464,SEA,LAX,1852,2140,5.75,5.00,11.50,5.00
2019-03-06,19790,2137,SEA,LAX,1649,1934,4.60,2.00,12.65,5.00
2019-03-06,19790,2107,SEA,LAX,1137,1422,4.60,10.00,5.75,5.00
2019-03-06,19930,439,LAX,SEA,1620,1856,9.20,4.00,5.75,5.00
2019-03-06,19930,426,SEA,JFK,1430,2227,,,12.65,10.00
2019-03-06,19930,424,SEA,LAX,1335,1639,,,12.65,4.00
2019-03-06,19930,404,SEA,LAX,556,906,17.25,10.00,12.65,10.00
2019-03-06,19930,349,JFK,SEA,919,1250,20.70,10.00,5.75,6.00
2019-03-06,19930,315,SEA,LAX,808,1106,12.65,10.00,0.00,10.00
2019-03-06,19930,145,SEA,HNL,1732,2136,4.60,2.00,,
2019-03-06,19930,18,SEA,JFK,2153,601,5.75,7.00,17.25,10.00
2019-03-06,19930,442,SEA,LAX,859,1202,14.95,10.00,0.00,10.00
2019-03-06,19790,2414,LAX,SEA,1702,1943,12.65,3.00,8.05,5.00
2019-03-06,19790,2377,SEA,LAX,556,837,17.25,10.00,4.60,7.00
2019-03-06,19790,2281,LAX,SEA,2219,53,12.65,6.00,11.50,10.00
2019-03-06,19790,2264,LAX,SEA,1507,1801,12.65,2.50,4.60,3.00
2019-03-06,19790,2218,SEA,JFK,739,1523,11.50,10.00,20.70,10.00
